Date (MM/DD/YYYY),File,Gtype,Flight Time,Start Time,End Time,Landing,Sensor Info,Sensor Info (300),Sensor Info (400),Sensor Info (500),Sensor Info (600),Sensor Info (700)
8/26/2024,4536-9240051925.igc,ArcusT,4:58:30,163226,213056,HOME,"ArcusT Motor noise registered by ENL sensor at t=['213049', '213050'] and [98, 98]AGL",,,,,
8/19/2024,4536-9240051826.igc,ArcusM,6:27:49,173201,235950,HOME,"ArcusM Motor noise registered by ENL sensor at t=['235943', '235945'] and [98, 95]AGL",,,,,
8/13/2024,4536-9240051752.igc,ArcusM,3:54:16,182315,221731,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=182315 and: 954 msl [16 agl]; Height gain/loss is: 1926
ArcusM Motor noise registered by ENL sensor at t=['182316', '182828'] and [10, 2008]AGL",,,,,
8/13/2024,4536-9239003231.igc,JS-3-18m,4:34:06,174841,222247,HOME,,,,,,
8/13/2024,4536-9240051748.igc,ArcusT,4:12:56,182626,223922,HOME,"ArcusT Motor noise registered by ENL sensor at t=['223913', '223916'] and [95, 95]AGL",,,,,
8/19/2024,4536-9239003388.igc,JS-3-18m,5:46:10,175054,233704,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['231628', '231632', '232211', '232215', '232342', '232355', '232401', '232407', '232412', '232416', '232615', '232618', '232621', '232634', '232704', '232708', '232734', '232826', '232841', '232913', '232918', '232923', '232934', '232941', '232942', '233028', '233036', '233044', '233045', '233051', '233120', '233124'] and [5590, 5541, 5498, 5492, 4924, 4741, 4675, 4662, 4626, 4573, 3835, 3799, 3747, 3671, 3491, 3501, 3173, 2697, 2506, 2300, 2323, 2306, 2126, 2051, 2034, 1614, 1532, 1473, 1477, 1424, 1241, 1211]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['231628', '231632', '232211', '232215', '232342', '232355', '232401', '232407', '232412', '232416', '232615', '232618', '232621', '232634', '232704', '232708', '232734', '232826', '232841', '232913', '232918', '232923', '232934', '232941', '232942', '233028', '233036', '233044', '233045', '233051', '233120', '233124'] and [5590, 5541, 5498, 5492, 4924, 4741, 4675, 4662, 4626, 4573, 3835, 3799, 3747, 3671, 3491, 3501, 3173, 2697, 2506, 2300, 2323, 2306, 2126, 2051, 2034, 1614, 1532, 1473, 1477, 1424, 1241, 1211]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['231628', '231632', '232211', '232215', '232342', '232355', '232401', '232407', '232412', '232416', '232615', '232618', '232621', '232634', '232704', '232708', '232734', '232826', '232841', '232913', '232918', '232923', '232934', '232941', '232942', '233028', '233036', '233044', '233045', '233051', '233120', '233124'] and [5590, 5541, 5498, 5492, 4924, 4741, 4675, 4662, 4626, 4573, 3835, 3799, 3747, 3671, 3491, 3501, 3173, 2697, 2506, 2300, 2323, 2306, 2126, 2051, 2034, 1614, 1532, 1473, 1477, 1424, 1241, 1211]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['231629', '231632', '232343', '232355', '232402', '232407', '232622', '232634', '232738', '232826', '232842', '232913', '232919', '232923', '232937', '232941', '232943', '233028', '233047', '233051'] and [5581, 5541, 4898, 4741, 4672, 4662, 3730, 3671, 3110, 2697, 2491, 2300, 2317, 2306, 2077, 2051, 2011, 1614, 1463, 1424]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['231629', '231632', '232343', '232355', '232402', '232407', '232622', '232634', '232738', '232826', '232842', '232913', '232919', '232923', '232943', '233028'] and [5581, 5541, 4898, 4741, 4672, 4662, 3730, 3671, 3110, 2697, 2491, 2300, 2317, 2306, 2011, 1614]AGL"
8/26/2024,4536-9241100531.igc,JS5,4:31:10,171203,214313,HOME,,,,,,
8/29/2024,4536-9239003674.igc,AS33ES/18m,6:12:08,173138,234346,HOME,,,,,,
8/30/2024,4536-9239003703.igc,AS33Es18m,4:04:39,180442,220921,HOME,"AS33Es18m's ENL monitor reports Engine Run 3 minutes, starts at T=180442 and: 961 msl [30 agl]; Height gain/loss is: 1922
AS33Es18m Motor noise registered by ENL sensor at t=['180443', '180753'] and [30, 1991]AGL",,,,,
8/30/2024,4536-9239003689.igc,18mAS33@ventus,4:18:10,181417,223227,HOME,"18mAS33@ventus Motor noise registered by ENL sensor at t=['181902', '181918', '223222', '223224'] and [2421, 2625, 89, 89]AGL",,,,,
8/11/2024,4536-9240051715.igc,ArcusM,3:33:04,185005,222309,HOME,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=185005 and: 935 msl [-12 agl]; Height gain/loss is: 1998
ArcusM Motor noise registered by ENL sensor at t=['185006', '185654', '185656', '185705'] and [-12, 2048, 2038, 2007]AGL",,,,,
8/27/2024,4536-9241100559.igc,EB29R,3:23:42,175728,212110,HOME,"EB29R's ENL monitor reports Engine Run 5 minutes, starts at T=175728 and: 948 msl [23 agl]; Height gain/loss is: 1985
EB29R Motor noise registered by ENL sensor at t=['175729', '180231', '212110'] and [23, 2038, 79]AGL",,,,,
8/14/2024,4536-9239003241.igc,JS-3-18m,4:28:37,175216,222053,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['222049', '222050'] and [95, 98]AGL",,,,,
8/19/2024,4536-9239003374.igc,JS-3-18m,5:50:48,174440,233528,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['174450', '174456', '174459', '174501', '174554', '174555', '174738', '174740', '174754', '174757', '174805', '174809', '175505', '175508', '175653', '175654'] and [16, 10, 46, 43, 521, 528, 1502, 1548, 1697, 1742, 1834, 1861, 3596, 3629, 3934, 3943]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['194338', '194342', '221355', '221359', '225704', '225712', '232922', '232931', '232937', '232944', '233036', '233041', '233504', '233510'] and [5207, 5216, 4534, 4541, 5755, 5873, 3192, 3111, 3081, 3111, 1923, 1779, 99, 99]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['194338', '194342', '221355', '221359', '225704', '225712', '232922', '232931', '232937', '232944', '233036', '233041', '233504', '233510'] and [5207, 5216, 4534, 4541, 5755, 5873, 3192, 3111, 3081, 3111, 1923, 1779, 99, 99]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['194338', '194342', '221355', '221359', '225704', '225712', '232922', '232931', '232937', '232944', '233036', '233041', '233504', '233510'] and [5207, 5216, 4534, 4541, 5755, 5873, 3192, 3111, 3081, 3111, 1923, 1779, 99, 99]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['225705', '225712', '232925', '232931', '232938', '232944', '233506', '233510'] and [5777, 5873, 3166, 3111, 3074, 3111, 98, 99]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['225705', '225712', '232938', '232944'] and [5777, 5873, 3074, 3111]AGL"
8/22/2024,4536-9240051876.igc,ArcusM, 5:33:51,184529,1920,HOME,"ArcusM Motor noise registered by ENL sensor at t=['210811', '210812'] and [6132, 6129]AGL",,,,,
8/26/2024,4536-9240051924.igc,ArcusM,4:59:51,164439,214430,HOME,"ArcusM Motor noise registered by ENL sensor at t=['170434', '170435', '180131', '180132', '183911', '183912', '210832', '210834', '214412', '214413', '214417', '214420'] and [4321, 4298, 5725, 5732, 4823, 4813, 6437, 6457, 99, 105, 124, 112]AGL",,,,,
8/14/2024,4536-9239003261.igc,JS-3-18m,4:03:23,180903,221226,HOME,,,,,,
8/12/2024,4536-9241100308.igc,JS-1C,1:38:18,174800,192618,LOUT,"MOP monitor reports Engine Run 3 minutes, starts at T=191436 and: 5669 msl [4748 agl]; Height gain/loss is: -63
MOP monitor reports Engine Run 1 minutes, starts at T=192048 and: 5515 msl [4594 agl]; Height gain/loss is: 49","JS-1C Motor noise registered by MOP sensor (threshold 300) at t=['181327', '181418', '181733', '181800', '182600', '182621', '183051', '183115', '184136', '184157', '190324', '190412', '190800', '190824', '191103', '191200', '191433', '191748', '192045', '192209', '192545'] and [3943, 4013, 3852, 3724, 3727, 3780, 4714, 4580, 4429, 4377, 3789, 3842, 5584, 5663, 5219, 5082, 4748, 4658, 4629, 4643, 5059]AGL","JS-1C Motor noise registered by MOP sensor (threshold 400) at t=['181330', '181418', '181736', '181800', '183051', '183115', '190324', '190412', '190800', '190824', '191115', '191200', '191433', '191748', '192045', '192209', '192548'] and [3895, 4013, 3832, 3724, 4714, 4580, 3789, 3842, 5584, 5663, 5115, 5082, 4748, 4658, 4629, 4643, 5039]AGL","JS-1C Motor noise registered by MOP sensor (threshold 500) at t=['181330', '181418', '190327', '190412', '191436', '191748', '192048', '192209', '192548'] and [3895, 4013, 3776, 3842, 4748, 4658, 4594, 4643, 5039]AGL","JS-1C Motor noise registered by MOP sensor (threshold 600) at t=['191439', '191748', '192048', '192209', '192554'] and [4735, 4658, 4594, 4643, 5007]AGL","JS-1C Motor noise registered by MOP sensor (threshold 700) at t=['191442', '191748', '192051', '192209', '192600'] and [4728, 4658, 4596, 4643, 4964]AGL"
8/29/2024,4536-9241100578.igc,JS-1-21m, 6:14:03,175057,500,HOME,"JS-1-21m Motor noise registered by ENL sensor at t=['175058', '175106', '184549', '184609', '230034', '230036', '230037', '230038', '000433', '000457'] and [10, 23, 3809, 3753, 4038, 4075, 4068, 4068, 118, 115]AGL",,,,,
8/11/2024,4536-9239003145.igc,Ventus3M,4:04:41,182443,222924,HOME,"Ventus3M's ENL monitor reports Engine Run 1 minutes, starts at T=185519 and: 5561 msl [4653 agl]; Height gain/loss is: 446
Ventus3M Motor noise registered by ENL sensor at t=['185519', '185651'] and [4653, 5082]AGL",,,,,
8/13/2024,4536-9240051751.igc,ASG32Mi,4:50:00,174257,223257,HOME,,,,,,
8/26/2024,4536-9241100528.igc,JS-1-21m,4:42:20,170440,214700,HOME,"JS-1-21m's MOP monitor reports Engine Run 1 minutes, starts at T=203142 and: 3874 msl [3271 agl]; Height gain/loss is: -115
JS-1-21m's MOP monitor reports Engine Run 7 minutes, starts at T=213457 and: 6030 msl [4666 agl]; Height gain/loss is: -3275","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['171836', '171838', '203136', '203300', '210703', '210806', '213426', '214214', '214641'] and [4659, 4649, 3362, 3103, 6187, 6244, 5086, 1778, 92]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['171836', '171838', '203139', '203300', '213449', '214214'] and [4659, 4649, 3297, 3103, 4701, 1778]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['171836', '171838', '203142', '203300', '213457', '214214'] and [4659, 4649, 3271, 3103, 4666, 1778]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['171836', '171838', '203144', '203300', '213510', '214214'] and [4659, 4649, 3258, 3103, 4652, 1778]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['171836', '171838', '213513', '214214'] and [4659, 4649, 4646, 1778]AGL"
8/14/2024,4536-9239003262.igc,JS-3-18m,5:36:01,173733,231334,HOME,"JS-3-18m's MOP monitor reports Engine Run 9 minutes, starts at T=225252 and: 5127 msl [4222 agl]; Height gain/loss is: -488","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['225252', '230154', '230613', '230628'] and [4222, 3668, 2802, 2877]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['225252', '230154', '230613', '230628'] and [4222, 3668, 2802, 2877]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['225252', '230154', '230613', '230628'] and [4222, 3668, 2802, 2877]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['225254', '230154', '230615', '230628'] and [4209, 3668, 2809, 2877]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['225254', '230154', '230615', '230628'] and [4209, 3668, 2809, 2877]AGL"
8/13/2024,4536-9240051750.igc,ArcusM,4:21:42,181653,223835,HOME,"ArcusM's ENL monitor reports Engine Run 6 minutes, starts at T=181653 and: 944 msl [6 agl]; Height gain/loss is: 1785
ArcusM Motor noise registered by ENL sensor at t=['181654', '182304', '202906', '202907'] and [6, 1863, 4918, 4908]AGL",,,,,
8/26/2024,4536-9239003582.igc,JS-3-18m,4:32:17,171642,214859,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['181737', '181745', '213005', '213009', '214017', '214038', '214138', '214142', '214155', '214159', '214202', '214242', '214243', '214305', '214307', '214317', '214318', '214337', '214338', '214418'] and [5098, 5029, 3307, 3216, 3428, 3048, 2867, 2844, 2881, 2789, 2684, 2329, 2319, 1962, 1962, 1943, 1953, 1611, 1598, 1420]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['181737', '181745', '213005', '213009', '214017', '214038', '214138', '214142', '214155', '214159', '214202', '214242', '214243', '214305', '214307', '214317', '214318', '214337', '214338', '214418'] and [5098, 5029, 3307, 3216, 3428, 3048, 2867, 2844, 2881, 2789, 2684, 2329, 2319, 1962, 1962, 1943, 1953, 1611, 1598, 1420]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['181737', '181745', '213005', '213009', '214017', '214038', '214138', '214142', '214155', '214159', '214202', '214242', '214243', '214305', '214307', '214317', '214318', '214337', '214338', '214418'] and [5098, 5029, 3307, 3216, 3428, 3048, 2867, 2844, 2881, 2789, 2684, 2329, 2319, 1962, 1962, 1943, 1953, 1611, 1598, 1420]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['181738', '181745', '213006', '213009', '214018', '214038', '214138', '214142', '214204', '214242', '214244', '214305', '214308', '214317', '214319', '214337', '214339', '214418'] and [5088, 5029, 3304, 3216, 3425, 3048, 2867, 2844, 2631, 2329, 2313, 1962, 1958, 1943, 1982, 1611, 1585, 1420]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['181738', '181745', '213006', '213009', '214018', '214038', '214205', '214242', '214244', '214305', '214308', '214317', '214319', '214337', '214339', '214418'] and [5088, 5029, 3304, 3216, 3425, 3048, 2654, 2329, 2313, 1962, 1958, 1943, 1982, 1611, 1585, 1420]AGL"
8/19/2024,4536-9241100432.igc,JS-1-21m,5:19:07,181732,233639,HOME,,"JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['233014', '233134'] and [1218, 833]AGL",,,,
8/28/2024,4536-9241100561.igc,JS-1-21m,3:36:50,174747,212437,LOUT,"JS-1-21m Motor noise registered by ENL sensor at t=['174751', '174756', '202427', '202429', '212423', '212435'] and [10, 10, 4557, 4561, 115, 112]AGL",,,,,
8/18/2024,4536-9239003348.igc,JS-3-18m,5:07:13,184931,235644,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['235641', '235642'] and [56, 56]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['184934', '184942', '215735', '215740', '232455', '232459', '234714', '234734', '234849', '234858', '234909', '234915', '234928', '234941', '235000', '235006', '235013', '235018', '235027', '235031', '235036', '235041', '235043', '235047', '235057', '235108', '235110', '235114', '235129', '235135', '235136', '235208', '235224', '235231', '235232', '235245', '235253', '235257'] and [-12, 29, 3002, 2936, 7697, 7634, 2923, 2838, 2494, 2500, 2435, 2401, 2300, 2250, 2063, 2012, 1979, 1965, 1860, 1784, 1706, 1644, 1640, 1637, 1529, 1463, 1464, 1450, 1368, 1325, 1319, 1220, 1174, 1115, 1112, 1060, 1057, 1063]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['184934', '184942', '215735', '215740', '232455', '232459', '234714', '234734', '234849', '234858', '234909', '234915', '234928', '234941', '235000', '235006', '235013', '235018', '235027', '235031', '235036', '235041', '235043', '235047', '235057', '235108', '235110', '235114', '235129', '235135', '235136', '235208', '235224', '235231', '235232', '235245', '235253', '235257'] and [-12, 29, 3002, 2936, 7697, 7634, 2923, 2838, 2494, 2500, 2435, 2401, 2300, 2250, 2063, 2012, 1979, 1965, 1860, 1784, 1706, 1644, 1640, 1637, 1529, 1463, 1464, 1450, 1368, 1325, 1319, 1220, 1174, 1115, 1112, 1060, 1057, 1063]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['184934', '184942', '215735', '215740', '232455', '232459', '234714', '234734', '234849', '234858', '234909', '234915', '234928', '234941', '235000', '235006', '235013', '235018', '235027', '235031', '235036', '235041', '235043', '235047', '235057', '235108', '235110', '235114', '235129', '235135', '235136', '235208', '235224', '235231', '235232', '235245', '235253', '235257'] and [-12, 29, 3002, 2936, 7697, 7634, 2923, 2838, 2494, 2500, 2435, 2401, 2300, 2250, 2063, 2012, 1979, 1965, 1860, 1784, 1706, 1644, 1640, 1637, 1529, 1463, 1464, 1450, 1368, 1325, 1319, 1220, 1174, 1115, 1112, 1060, 1057, 1063]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['184935', '184942', '234715', '234734', '234850', '234858', '234910', '234915', '234932', '234941', '235001', '235006', '235027', '235031', '235058', '235108', '235130', '235135', '235137', '235208', '235225', '235231', '235233', '235245', '235253', '235257'] and [0, 29, 2924, 2838, 2490, 2500, 2422, 2401, 2257, 2250, 2057, 2012, 1860, 1784, 1526, 1463, 1361, 1325, 1315, 1220, 1155, 1115, 1109, 1060, 1057, 1063]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['184935', '184942', '234715', '234734', '234850', '234858', '234910', '234915', '234932', '234941', '235001', '235006', '235058', '235108', '235130', '235135', '235137', '235208', '235225', '235231', '235233', '235245', '235253', '235257'] and [0, 29, 2924, 2838, 2490, 2500, 2422, 2401, 2257, 2250, 2057, 2012, 1526, 1463, 1361, 1325, 1315, 1220, 1155, 1115, 1109, 1060, 1057, 1063]AGL"
8/14/2024,4536-9239003267.igc,JS-3-18m,4:45:36,180444,225020,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['181014', '181057'] and [1926, 1765]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['181014', '181057'] and [1926, 1765]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['181014', '181057'] and [1926, 1765]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['181015', '181057'] and [1926, 1765]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['181015', '181057'] and [1926, 1765]AGL"
8/21/2024,4536-9239003463.igc,JS-3-18m, 4:49:22,192625,1547,HOME,"JS-3-18m Motor noise registered by ENL sensor at t=['001531', '001532', '001539', '001543'] and [79, 76, 79, 85]AGL",,,,,
8/26/2024,4536-9240051926.igc,ArcusM,4:41:19,164653,212812,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=164653 and: 935 msl [10 agl]; Height gain/loss is: 1925
ArcusM Motor noise registered by ENL sensor at t=['164654', '165205', '165308', '165309', '212736', '212737', '212803', '212804'] and [6, 1981, 1995, 2005, 105, 102, 119, 119]AGL",,,,,
8/24/2024,4536-9241100526.igc,JS-5,4:36:40,183104,230744,HOME,,"JS-5 Motor noise registered by MOP sensor (threshold 300) at t=['213201', '213206', '214543', '214547', '215951', '215959', '224338', '224342', '225903', '225908'] and [5164, 5138, 4744, 4836, 5377, 5319, 5591, 5567, 2198, 2215]AGL","JS-5 Motor noise registered by MOP sensor (threshold 400) at t=['213201', '213206', '214543', '214547', '215951', '215959', '224338', '224342', '225903', '225908'] and [5164, 5138, 4744, 4836, 5377, 5319, 5591, 5567, 2198, 2215]AGL","JS-5 Motor noise registered by MOP sensor (threshold 500) at t=['213201', '213206', '214543', '214547', '215951', '215959', '224338', '224342', '225903', '225908'] and [5164, 5138, 4744, 4836, 5377, 5319, 5591, 5567, 2198, 2215]AGL","JS-5 Motor noise registered by MOP sensor (threshold 600) at t=['215952', '215959'] and [5378, 5319]AGL","JS-5 Motor noise registered by MOP sensor (threshold 700) at t=['215952', '215959'] and [5378, 5319]AGL"
8/13/2024,4536-9240051754.igc,Twinshark,4:09:04,180735,221639,HOME,"Twinshark's ENL monitor reports Engine Run 8 minutes, starts at T=180735 and: 941 msl [16 agl]; Height gain/loss is: 1972
Twinshark Motor noise registered by ENL sensor at t=['180736', '181559'] and [16, 1959]AGL",,,,,
8/28/2024,4536-9240051960.igc,ArcusM,4:17:59,173438,215237,HOME,"ArcusM's ENL monitor reports Engine Run 7 minutes, starts at T=173438 and: 915 msl [-15 agl]; Height gain/loss is: 1998
ArcusM's ENL monitor reports Engine Run 9 minutes, starts at T=195209 and: 1227 msl [447 agl]; Height gain/loss is: 1499
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=200718 and: 1279 msl [669 agl]; Height gain/loss is: 2559
ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=203127 and: 2125 msl [1683 agl]; Height gain/loss is: 1631
ArcusM's ENL monitor reports Engine Run 2 minutes, starts at T=204349 and: 2286 msl [1722 agl]; Height gain/loss is: 889
ArcusM's ENL monitor reports Engine Run 3 minutes, starts at T=205302 and: 1601 msl [939 agl]; Height gain/loss is: 1171
ArcusM Motor noise registered by ENL sensor at t=['173439', '174144', '195209', '200153', '200718', '201047', '203127', '203633', '204349', '204609', '205302', '205643', '215222', '215229'] and [-15, 2001, 447, 2044, 669, 3209, 1683, 3307, 1722, 2608, 939, 2192, 69, 55]AGL",,,,,
8/28/2024,4536-9240051966.igc,ASG32Mi,4:19:46,173036,215022,HOME,"ASG32Mi's ENL monitor reports Engine Run 9 minutes, starts at T=200421 and: 1755 msl [932 agl]; Height gain/loss is: 2011
ASG32Mi's ENL monitor reports Engine Run 20 minutes, starts at T=203554 and: 1673 msl [903 agl]; Height gain/loss is: 3120
ASG32Mi's ENL monitor reports Engine Run 3 minutes, starts at T=213600 and: 2778 msl [2034 agl]; Height gain/loss is: 758
ASG32Mi Motor noise registered by ENL sensor at t=['173130', '173131', '174949', '174950', '200421', '201408', '201647', '201648', '203554', '205653', '213600', '213949', '214945', '214947'] and [190, 197, 2917, 2907, 932, 3137, 3714, 3701, 903, 4219, 2034, 2720, 105, 105]AGL",,,,,
8/27/2024,4536-9240051949.igc,ArcusM,0:46:47,181641,190328,HOME,,,,,,
8/14/2024,4536-9240051772.igc,HpHTwinshark,4:08:13,183441,224254,HOME,"HpHTwinshark's ENL monitor reports Engine Run 5 minutes, starts at T=183441 and: 935 msl [-12 agl]; Height gain/loss is: 1939
HpHTwinshark Motor noise registered by ENL sensor at t=['183442', '184011'] and [-16, 1982]AGL",,,,,
8/23/2024,4536-9239003520.igc,JS3-18m, 7:19:51,180648,12639,HOME,"JS3-18m Motor noise registered by ENL sensor at t=['012631', '012633', '012636', '012637'] and [59, 59, 63, 63]AGL",,,,,
8/20/2024,4536-9239003425.igc,Ventus3T, 5:05:59,193757,4356,HOME,"Ventus3T's MOP monitor reports Engine Run 3 minutes, starts at T=193757 and: 928 msl [-15 agl]; Height gain/loss is: 2034
Ventus3T Motor noise registered by ENL sensor at t=['193758', '194106'] and [-18, 1994]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 300) at t=['193758', '194117'] and [-18, 2057]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 400) at t=['193758', '194117'] and [-18, 2057]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 500) at t=['193758', '194117'] and [-18, 2057]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 600) at t=['193758', '194117'] and [-18, 2057]AGL","Ventus3T Motor noise registered by MOP sensor (threshold 700) at t=['193758', '194117'] and [-18, 2057]AGL"
8/13/2024,4536-9239003218.igc,JS-3-18m,4:16:03,180455,222058,HOME,,"JS-3-18m Motor noise registered by MOP sensor (threshold 300) at t=['181008', '181018', '181211', '181216', '221415', '221419', '221423', '221434'] and [1722, 1726, 2303, 2375, 2566, 2503, 2411, 2251]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 400) at t=['181008', '181018', '181211', '181216', '221415', '221419', '221423', '221434'] and [1722, 1726, 2303, 2375, 2566, 2503, 2411, 2251]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 500) at t=['181008', '181018', '181211', '181216', '221415', '221419', '221423', '221434'] and [1722, 1726, 2303, 2375, 2566, 2503, 2411, 2251]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 600) at t=['181012', '181018', '221424', '221434'] and [1729, 1726, 2395, 2251]AGL","JS-3-18m Motor noise registered by MOP sensor (threshold 700) at t=['181012', '181018', '221424', '221434'] and [1729, 1726, 2395, 2251]AGL"
8/19/2024,4536-9241100435.igc,JS-1-21m,4:59:55,181327,231322,HOME,,,,,,
8/24/2024,4536-9240051917.igc,ArcusM,3:36:46,190938,224624,HOME,"ArcusM Motor noise registered by ENL sensor at t=['204708', '204709'] and [5381, 5351]AGL",,,,,
8/21/2024,4536-9239003450.igc,AS33ES/18m,4:38:28,191025,234853,HOME,,,,,,
8/21/2024,4536-9240051859.igc,ArcusT, 4:47:34,193132,1906,HOME,"ArcusT Motor noise registered by ENL sensor at t=['001856', '001901'] and [68, 72]AGL",,,,,
8/22/2024,4536-9241100477.igc,JS-1-21m,5:42:22,181303,235525,HOME,"JS-1-21m's MOP monitor reports Engine Run 8 minutes, starts at T=234236 and: 6397 msl [5695 agl]; Height gain/loss is: -3907
JS-1-21m Motor noise registered by ENL sensor at t=['235512', '235518'] and [79, 85]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['191217', '191218', '234233', '235036', '235514'] and [6568, 6568, 5712, 1628, 86]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['191217', '191218', '234234', '235036'] and [6568, 6568, 5702, 1628]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['191217', '191218', '234236', '235036'] and [6568, 6568, 5695, 1628]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 600) at t=['191217', '191218', '234239', '235036'] and [6568, 6568, 5666, 1628]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 700) at t=['191217', '191218', '234243', '235036'] and [6568, 6568, 5617, 1628]AGL"
8/19/2024,4536-9239003385.igc,JS-3-18m,5:58:08,173319,233127,HOME,,,,,,
8/11/2024,4536-9240051722.igc,Twinshark,3:58:01,185527,225328,HOME,"Twinshark's ENL monitor reports Engine Run 4 minutes, starts at T=185527 and: 928 msl [-2 agl]; Height gain/loss is: 1952
Twinshark Motor noise registered by ENL sensor at t=['185528', '185928'] and [-5, 1919]AGL",,,,,
8/13/2024,4536-9241100323.igc,JS-1-21m,4:17:54,182433,224227,HOME,"JS-1-21m Motor noise registered by ENL sensor at t=['182435', '182447', '224201', '224224'] and [6, 39, 118, 98]AGL",,,,,
8/30/2024,4536-9241100598.igc,JS-1-21m,3:58:42,183045,222927,HOME,,"JS-1-21m Motor noise registered by MOP sensor (threshold 300) at t=['194300', '194307', '222847', '222850', '222854', '222858'] and [4738, 4827, 111, 92, 89, 89]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 400) at t=['194300', '194307', '222847', '222850', '222854', '222858'] and [4738, 4827, 111, 92, 89, 89]AGL","JS-1-21m Motor noise registered by MOP sensor (threshold 500) at t=['194300', '194307', '222847', '222850', '222854', '222858'] and [4738, 4827, 111, 92, 89, 89]AGL",,
8/29/2024,4536-9240051983.igc,ArcusM,5:20:47,181246,233333,HOME,"ArcusM's ENL monitor reports Engine Run 5 minutes, starts at T=181246 and: 931 msl [-16 agl]; Height gain/loss is: 2002
ArcusM Motor noise registered by ENL sensor at t=['181247', '181810'] and [-19, 2058]AGL",,,,,
